"X1","X2","X3","Y"
3548.70987992957,7825.8196093182,757.523339507026,9542.68222170778
2833.63122660277,4976.06130001976,2038.23117779384,4746.29317271142
7510.44470511523,5408.78758494546,4915.01294736955,1455.03072476634
3985.6513484827,13409.3220796992,3094.53408336311,2932.47941885717
7439.74254028332,1880.13622315281,868.493467824669,8820.07872786047
7475.48317296261,6922.23304794618,3452.20254350924,2539.25470954151
7207.53323792222,9261.25168817741,1618.59970137345,3816.4996948834
3925.65829839275,8377.28732040065,329.328026653787,14091.9830180502
6680.27680488841,10555.6623002002,1781.65889035189,4178.78710224416
5384.48453695489,8117.61681219907,774.36847510708,1909.87049424046
6172.24673179225,8704.34454030635,1201.02124472792,2881.33714676185
173.248087515769,13910.5638381398,848.032570586718,8945.37720787535
4173.73415200095,5880.13240373992,1029.5421385211,7936.10131838143
2477.49083607193,2143.94909252025,3191.6355509728,2818.87353778539
3521.19200395535,13228.75994195,975.341464943712,2370.06767906418
5240.5938606739,12351.7186754139,2465.88977228793,3823.91042319261
3336.86813361399,14461.0759915446,3505.84988724598,2485.86334501191
1700.27925964049,2751.61117226963,3788.74760478744,2225.19113237674
2632.76772169145,1247.69489758321,3215.2609792294,2792.04498416691
5743.8712759404,9201.39677577161,1185.30572531779,2845.89000518088
3774.25703384267,14799.8569979773,1275.1408123854,3048.23963992608
7120.88366318399,7384.71105829122,1102.83567936473,2659.51289507907
1633.77268005943,2182.55916040246,4149.1013307217,1937.60260983149
3891.7300173207,6971.71806023754,3997.6868928104,9016.94039089
14090.7664481968,6465.21664370809,2661.75227513341,3513.27703258051
9053.50691326454,7740.55679362733,2567.04824245808,3659.23821122226
8890.04857145331,3778.67308920561,258.654454689862,690.223279167206
2171.46135215154,7774.7599947202,2685.15599384403,6166.48999225097
1851.37367966006,5343.18100601617,2449.26204044986,3851.89528828636
5601.93200137344,7900.32419753765,4120.75191694966,1958.62260764942
3282.75090660508,16237.4613439033,3233.9434626217,2771.04782923593
5636.20166957713,8034.32056961955,3968.32294263752,2076.18521943598
3132.10983088659,10906.8035387321,283.515113626738,751.25783100549
2258.72967995869,2608.13813234296,1139.17084634798,2741.70487316437
7039.68334551462,10666.7467707162,2124.86448469297,4456.73645777309
1556.95586942653,12808.6703741873,667.099763292584,10222.7101867934
4113.30481614042,1663.3600528815,1959.49209108974,4572.43456937263
4435.9798187835,2164.62177800879,1834.24447465845,5114.56301935268
5131.77414295461,9013.56546573279,3780.22346329498,2232.56522419671
3213.05793458452,12606.2148734822,723.487875655863,1792.43393189141
4268.88937496229,11477.7007884651,3411.47817710481,2580.69362869592
11312.3907150579,5390.57439474135,1065.21179192057,2574.27176650716
4227.86081928237,12965.4580508416,1278.43093585439,3055.63808444028
8985.35369202263,7138.57600622773,1366.99884869576,3254.49105968112
9656.88825328929,4184.00414286889,5008.37887943175,1405.9028268159
5205.96242313403,9372.52846237831,1031.55161742431,2497.8898566357
3727.27565107642,13482.3834535235,3322.51850691038,2674.04890703391
1972.73033004528,12403.5353060358,5159.15657628553,11517.9244835501
10398.4898430421,3019.11133418631,7247.12200914148,630.485773134536
3007.87868300927,2840.0155495059,2555.87419023841,3676.97069551435
1257.14098724074,19692.7654775641,255.418584625942,682.250439887277
10955.321400723,3158.82679647762,6088.32347156634,950.942150981775
6285.69455026972,4748.92447178699,5261.12584048695,11736.8114347601
1937.63276450072,7302.63464520734,2345.22363579093,5421.91181796507
4722.19572329817,12336.4135037404,2779.33221419562,3342.22652643803
11290.8456984219,14211.9382334768,3637.73218805154,8238.32516449237
5011.18527145524,9666.79939589776,3513.26464708358,2478.5888105963
3685.72502785996,6720.55668604611,1013.9409351364,8014.6761668985
5553.57892441114,3911.28750404704,3527.53142140711,7999.54058543724
3128.52061759606,15230.5362446075,994.221269688679,2413.03931018915
3049.98288115343,14943.1142032267,3748.06107282759,2260.64451685559
2475.15281625905,6169.62458845522,2247.0255264498,5206.1618755019
3452.99881611717,8185.27745440777,4426.96526625417,9943.13180110088
13973.1619702581,7948.62658287027,1931.48285932872,4510.52710528337
2024.11936121033,12683.9899911374,5625.56080328168,12518.3542488556
1535.33923335349,16841.76044397,8042.75311680889,476.822469612161
1934.7858708341,9128.80861947344,3093.16687956012,7056.21368839797
5961.40111270717,13422.1077512342,1962.79823797458,4807.8429576744
5296.78674388849,13015.8326300323,2309.962375265,4097.27081616915
9011.51150201393,5536.29488922381,898.67389934733,2195.13720052979
5791.86665370627,8127.87148800047,927.972542861877,2262.07134753558
6472.43869763029,5688.32859265263,6321.49029009709,874.994488659271
4507.62210920388,14732.1446977647,2477.71850784239,3804.16389721766
5665.28822271954,11078.7709522322,1560.09810515775,3686.1696342803
7624.27355434221,6433.29310409127,3724.68893886355,2281.30673425891
7094.33583621404,29744.1492412654,3464.29260005233,7862.42016145486
13366.2383877164,10863.8429181742,1379.81488493119,6464.61941546396
3922.90443647357,5039.68181294203,1392.72509277635,6419.064961918
3075.8195364482,10004.1354112362,5986.7672332911,13291.9038552373
3719.09416746646,6228.74852404208,3253.85618205775,7405.61086442241
565.392354238582,12851.9163937751,3684.23014585509,8339.01735156671
2232.34462413283,6018.88960759943,1980.20778910662,4768.31861586884
7981.273948912,5376.54077429895,4523.21575189972,1682.71948325231
2550.71799737393,2823.10114235111,1319.90883069052,3148.83718480193
2603.06157318116,8916.13007509928,957.244461073682,8312.19873795558
1409.15832822427,949.116330290607,562.427471372318,1417.5282465655
2646.57705016953,5528.80630494232,2117.82840815937,4921.79642932502
6415.45950949981,5519.71910570819,7688.27529122081,539.911605083108
8067.64383104694,13285.7765828887,2742.05312599196,6290.80271901249
4333.4409058966,3555.80946888932,2494.36873444542,5749.00920799414
3574.86592719165,5319.05004806692,1481.80653233031,6118.01474254217
2651.3341250107,7302.97213971963,2847.85927042743,6521.75859527133
1699.97000209615,19636.2923104917,5210.84754495173,1305.44300549082
3588.73438156186,5936.83906230494,2970.49560478097,6789.11705196579
4901.13503354513,12500.6669774325,1506.42251532751,3566.41435202337
2455.99498865113,3749.96276749345,2670.47469023903,3500.21155284423
3959.70465106035,7955.8361036461,476.180355655242,12055.3720986368
2463.31602430476,8333.06100314543,1175.72182463001,7260.1367272344
4368.26291489879,15399.65878146,1611.92631635134,3801.64252500782
3350.65743618955,6425.85938199069,1265.82680773498,6890.29722523613
5572.93237392915,7618.67450287432,699.388343518264,1736.65753942644
3487.45927519561,7312.73484695063,939.928110079994,8407.04386752492
3360.74918888304,11078.8497897987,5225.01399865813,1298.71063014662
4602.31326977467,2477.04327113004,2359.90077013504,5454.1316385644
6510.46338459048,10869.2244050274,2246.84429812565,4215.30234917377
2484.03783961818,10250.1920539528,696.222362738314,9993.32833843666
3741.13944456307,10256.3034574941,544.894891306565,1376.37733076648
2777.03555603185,8021.0090143172,3336.66744555985,7585.47360413794
5391.17129057154,5466.61830618844,4749.75225648934,10638.0829769285
2232.1998376519,6554.17899938209,2241.30062231145,5193.57375128586
8382.93666086352,3387.04698919849,326.045812949969,14147.6120120968
6584.35531420344,5237.9535675246,10512.9263895628,201.351121238536
5746.08303719625,2376.92734162525,3011.1725598698,6877.72088129812
5286.00218636364,7657.81299032103,4866.08454964405,1481.52157072399
3471.12023641297,6008.47741850455,2906.4463934427,6649.52742281053
4573.08915625261,4722.49735082985,1186.74276884706,7213.15298773759
8617.73629672856,11813.2183415525,2552.56228819382,5876.45605120823
4980.62026241874,5112.48212091174,3811.04943569676,8613.47234232193
7928.29007868157,6917.84829030889,3262.31349445758,2739.52588252193
3080.66021290192,10904.921693985,7326.920495176,613.018725715948
6151.98661018272,3514.90031821745,3784.86887675439,8556.83437799912
2772.67791354617,3793.02328932579,2427.79006880914,3888.43116223463
5084.48537396705,23533.7577743562,2333.64348617474,5396.48573076538
4216.31935073701,21963.7361310954,2179.32452016279,4346.68521105003
2772.77515821831,11934.1615694081,6761.72291443161,748.356370946611
4842.44553118189,1995.98128766991,1670.21907936728,5548.50577664223
9617.99208242721,21551.180928323,685.77468027009,10074.4083329045
9287.67008588604,11966.7936398061,2723.87497558971,6251.09491857406
2832.22022883527,15450.6137936192,859.965663854439,2106.53725845763
3139.31677337686,4861.50601822485,2185.41846514059,5070.63809758004
14204.8694900131,5412.26901771851,1173.49156295507,2819.22845037144
5303.21426077208,9417.4885460859,3387.18938019963,2605.7913300501
10481.5296107797,6187.09521763196,3058.05571075177,2976.59594314408
4111.56861417731,11899.9512820111,3414.17604136341,2577.92370235157
3701.32088415086,2909.50564516005,1944.61616104473,4539.55916823212
5659.53012498539,15576.5490359698,2211.70143139827,5128.47188659446
2010.76581788511,12178.6626520993,547.169745721052,11295.6344162749
4908.62787646751,15268.9497692232,2189.48759650983,4326.55855317888
2600.60085472041,18708.4793210924,944.263063543302,2299.24209703149
11799.4827482782,6007.5531576057,3005.46621441127,3041.63886260343
5143.37645601787,4349.37878361398,3439.95069515314,7809.62098579517
4462.10010526441,3989.98704398055,1432.52522373156,6281.76412856235
3672.73450012791,3518.04759901534,2080.71176992116,4839.9886553957
8743.25777289746,7677.57743699166,2655.04203935289,3523.3708074836
3417.48610486555,13110.7892406316,3801.912738459,2213.85751314918
2923.61660875243,14702.4670738183,837.156484692448,2054.23443443517
2140.69402743995,2733.33774414649,1105.63941854025,2665.85954425165
2151.37135025596,11415.8663737013,4731.17295810652,10598.1137936538
4221.70483072759,21322.0993310968,2192.95682188586,4319.71714437419
2694.00579060188,5864.68629235791,1777.63646503445,5258.55360799816
2451.738145617,11132.3097596904,505.593095785287,11727.0416848297
5805.33777541325,9249.77074914151,3106.41766006073,2918.28041443054
1119.79758431427,2309.46641689927,602.537088578157,1511.39688146143
6073.35036836309,7417.77119009765,819.851407805042,2014.50409051367
3337.46180754943,9871.6895125748,8046.04915832749,17685.9935452725
3715.52037776013,12853.0778677741,3517.77467524754,2474.17636214137
7610.49754482443,8543.68231992394,1525.08804213131,3608.07862515678
9798.74792894958,15236.0183477434,987.018163810464,8153.54941966421
2886.54708954072,1133.23618189943,1281.84755046383,3063.32007229669
11715.8824698273,7390.89866207458,2391.48626600079,3951.24639959549
6372.90228521183,7820.75605934017,1027.98207700654,2489.78290373875
5924.600382374,12680.1299401436,1937.04465895165,4522.82274495404
1176.03138575608,5502.16268434379,1420.05815834704,3373.34960460046
3623.55669877927,9185.9216437819,214.787322564969,16473.9558148624
4191.73138532394,4455.74641011162,2740.10546025107,6286.54869977075
4808.0952713679,13011.9966106544,1540.92531281199,3643.41320695422
6046.31415827019,9237.86889186712,2969.2361730315,3087.46791274736
9696.166508951,5433.15462908795,3691.68271866964,2310.86118320123
5288.90221962916,12898.5543435868,2334.69604824335,4052.2223556767
3847.47370181209,9384.54673165562,6277.04181937642,888.966474493133
4666.50201180181,19590.9586403265,2014.02661090304,4692.83039237071
1234.53596181313,4348.7650186655,3318.11888738899,2678.76973065492
2745.55191770494,954.601932919502,1202.78438482712,2885.31267514965
3636.4558950783,6538.23982941732,1091.69948718883,7635.99345259173
2327.25778590132,12198.7513915621,325.760872226134,14152.4683484163
7792.08810896757,8950.83003454695,2404.21734250625,3929.06724541171
2014.66052135811,4248.95498553482,1393.57370879965,3314.04591420098
7339.6366632986,3144.87950635049,4562.73629175489,10235.5873096785
4703.12691289763,15031.4060782908,1732.07094231842,4068.75644731099
5688.84384739748,3935.19304415766,962.926736190173,8281.49524750616
2148.06356505507,9821.28144367238,3649.88338343055,8264.64219281848
5418.68615767062,7384.08203807668,5015.12223714161,1402.42515040417
3076.90673596695,17242.2611475806,1113.1331296865,2682.81889753157
6329.70817746732,9483.03296363273,2731.05595906344,3411.15067120748
3648.40690437789,2810.7062005447,1893.87862410823,4427.35910671449
12321.0725353618,8228.48840996474,2067.49006679153,4576.84651398288
12164.5261246498,10671.0493839489,2697.55050136737,6193.57749103619
6353.81083866585,7839.91423550891,3502.56925073167,2489.08998078999
2721.79350043906,9542.24532193078,737.474365536298,9685.57223581983
2488.59256344013,7770.81898832171,2932.21955527639,6705.70903820631
5073.68189279421,14249.9430490423,2230.0491933838,4247.4764671007
2788.98474023767,5380.71873145798,1882.14970871465,4997.09667949969
4582.43989755843,6952.44804477385,474.546877118347,12074.2239571175
7080.68728197377,12828.0361726057,1704.1376649878,5454.46360991193
2122.56449225491,14941.3487779247,385.388571347614,997.974076782086
3684.97948319433,8505.60973053022,458.002093483429,12269.0752615716
4147.19794646543,6053.76161044618,3591.17252725003,8137.46386477994
8475.72900206021,9019.82917324841,1815.16709954265,4253.07074341929
10033.4835762377,6116.96474633543,1184.8057104468,2844.76184617032
8783.38490798443,4099.87507186296,5998.37972295101,982.060967953003
5803.48125701532,8145.99589302384,3723.36375344006,2282.48482716212
11079.1520768712,2156.50401093364,7564.68231680073,16660.9300295936
4472.62014692755,3894.66306914678,1452.30952117303,6215.21656515137
4938.1019394765,4267.03025195908,1158.60580452447,7334.12879361782
3235.89961799039,6007.38060307071,1447.66220305316,6230.74945881339
3307.61934031105,6335.60997835092,2932.12749644109,6705.50839099344
752.297005057974,14694.3780577695,4476.15721847596,10049.117976256
4372.02092282316,6367.48648654085,4145.71199166284,9336.58556185022
8538.34177321985,18946.4911512416,3776.40330321255,8538.51804620882
454.362196441795,7810.18692961818,2057.5263571278,4598.15824598017
1366.49591619568,14725.0998900125,475.403482421623,12064.3294961838
2095.43273956518,5936.82151486023,2084.43085738957,4540.9232077976
6880.68899361196,6134.62026114807,660.278918994259,1645.91754545183
6450.50790218936,4136.4020048507,651.219691687775,10352.3744738678
12537.171959917,9669.92561974618,1662.71688140077,5569.63026826842
4111.1435015297,4406.95739585544,1482.44823832037,6115.9263407145
1388.05470448233,8509.8425555277,2488.61301007975,5736.39853975553
5562.12364555436,4559.7722535066,3995.72982037507,9012.71225883318
6731.25242093543,3365.36250905669,775.653621604063,9416.97322541638
1899.31543055042,6076.93316217423,1891.52747991225,4422.15710222073
3632.66601147008,9337.93921098173,74.4590384440191,22390.2275192338
2509.82509497789,10685.0140797128,577.635830333358,11000.9335348375
1229.2417824077,4662.71958693536,3148.4173018748,2868.76434018911
3628.0458570707,7025.52463492309,952.897328707278,8335.8266341272
1298.6386370985,3920.06285815984,3519.7752483462,2472.2220411868
2515.8008979901,4694.06421216618,1768.83153392995,4150.33610287776
1194.84573057155,12083.1332523973,3765.78424133494,8515.54080619999
5765.41902654001,7800.67816021951,4027.24117182965,2029.81538383277
2985.26144514686,5062.64816094797,1874.61025944068,5015.32643676577
1616.24069594109,12752.6183940387,4624.83528098992,10369.279815608
1365.06872463923,7343.42752650268,1958.47976525674,4817.71821730724
8747.7293206729,4242.66870546354,428.311931202732,1100.60729342322
6677.4782959472,4182.5568601237,4989.8074645262,11154.1830669898
7541.28698543015,20775.8781702006,3478.84200945777,7893.97376597801
13668.287118564,8296.80963850179,1997.03165769037,4730.55508170478
1639.75595320021,8299.63073821064,2546.98040965793,5864.23566348873
1602.40652719592,10657.6460203367,3498.10193086801,7935.73743846007
7272.23377559917,12561.9785100322,2368.80360968515,5473.6721508112
7070.84281267611,10717.5618236644,2103.73185614087,4500.46666954138
540.378450313881,15147.5667299191,680.328244112125,10117.2059375716
6996.05165251725,3877.05240944807,5005.55939540197,11188.028052298
6384.18903892905,5353.64969021183,128.798811136115,19332.8125883335
5392.58474316583,15788.5718531074,1916.24038261843,4915.83392115881
4213.60982261227,6339.36384248036,872.181637977064,8797.8412759309
2041.57363580738,17628.827022406,4844.23538622884,1493.521087115
509.148508098976,6042.13170248033,1433.25525734157,3402.8827150007
4013.02910510893,9972.32902833218,629.894784497772,1575.2176731207
4295.46359668963,8284.79972846198,7536.2209085893,569.522169597655
3586.02434928273,8811.24100977424,415.974801368057,12798.986814982
4098.42485817386,8007.74787571783,6146.04526532069,13632.6983660823
6205.63412756651,8403.50304863446,1134.27895034162,2730.64635207293
1201.86754633094,6665.52590178616,2260.27259332905,4189.81338913255
3356.41080623774,9338.67936312497,5891.19894523986,13087.3349260483
7330.65059302065,5330.46825482199,499.638379888794,1269.79091011953
7857.0618244638,9992.05951968387,2082.18317507333,4545.66704307084
2594.17178335285,10290.6980705889,4726.10943689308,10587.2201214405
3351.19129914645,8704.90359499317,4799.6591550074,10745.4281925041
8247.46120537505,5832.4610379224,871.902673847567,2133.881214929
8186.80259751286,11632.4014446482,1661.55616392265,5572.90924912177
2973.28588715494,14080.6302401123,795.228662994654,1957.89813530621
1972.39288376952,6502.09130382221,2074.26908266752,4825.78314166262
6106.34798371286,7326.21306752626,4097.07868885618,1976.37368006292
1641.43870658996,14834.4922869905,6654.08051802448,14718.5417095273
952.930304189504,6955.3477138611,2242.99882066371,4222.64003384317
21705.8727677611,7840.69261876529,1954.75878261079,4561.97510123919
967.744808953475,8067.42541047943,2165.74763384129,5027.33769491377
3249.32346660889,2228.75864681533,2527.72799810615,3722.1318042725
9676.55228535624,6802.04002784232,2869.5169286881,3218.09756182616
5279.20101640222,7547.98408455403,548.657859430304,1385.2158163292
2910.93619869503,8737.57442886303,3977.95840867935,8974.31575829985
6480.80819767633,10394.0283589053,1687.65383856464,3970.09419143851
7828.47174000769,10550.8955314207,1952.09925110704,4832.36112495443
3092.48879365368,15577.6881694383,1005.60217024717,2438.92374572264
4297.44065724917,10290.4061522059,3959.94072262067,2082.88009869074
6037.09395485599,8318.00704978113,1059.8509945892,2562.11480215075
5494.6066292219,5863.69806742974,414.323759171573,12820.924122972
5517.07584995473,1890.08865050336,2765.01596773563,6340.95007381408
13134.9316879286,3729.9787631301,4552.7429999779,1664.25572847391
3754.56881271034,8045.65463644559,572.505774619773,11049.387354306
1765.12424283492,8155.8375945105,2566.87951220379,5907.79667527286
4544.35933279699,3526.20526445296,1511.34754378388,6023.0020383149
2510.40897632782,5251.16690689802,2086.89508143167,4535.73018539399
4253.0448332631,4175.17498203593,1478.98680179205,6127.20449541339
3457.78170591699,5512.00877187186,1483.35181360117,6112.98756418059
13841.2607465254,4024.30684219914,4200.04927347047,1900.46525804981
3577.59186343017,7184.1239575718,931.754305727171,8452.49686166085
2538.04285432305,4746.92082537372,1796.95252700463,4212.69789487984
5332.14894438897,2962.15391444152,2934.36623806632,6710.38779448596
1895.11069115358,14891.123869029,8142.58590675572,460.445213234686
12170.0536169949,4771.36161969393,3746.44524301876,2262.06598423005
4462.4126617205,4638.61170980527,3030.68171899865,6920.20339325312
2087.36143259581,5924.96343773224,2093.11925917186,4522.64992110899
5319.90868045753,6077.41692559363,5758.26504807327,12802.6678147509
14258.902390902,12152.0530966303,1136.60719452361,7431.11103415822
5750.78798266699,8949.94375350685,1126.85885664206,2713.86840830948
3782.85166408738,4145.35948855209,2343.21360472195,5417.49878078297
3151.41571146915,13162.5469194876,4190.65089865864,1907.25503419161
7849.19994823758,17031.0346226578,3279.31337084401,7460.91685115058
1948.80196741345,5209.93702014188,1638.93860736472,3861.76561690385
2293.75228180123,11789.4729047491,5534.05226184127,12322.2175864658
9149.13953869038,4656.2786005921,642.304803798517,1604.11653498167
3052.57484623512,13575.7815831369,775.534039746601,1912.5558176323
3412.28575157813,5763.69296151635,2740.15713770244,6286.66157298699
7062.22526082358,12097.2591103096,1826.16240513046,5134.77018603922
2297.58624500122,3601.9654137578,1362.88788078614,3245.27384391468
713.239102006891,14009.7531684634,776.31323427688,9412.46040528568
3699.81069324047,13363.0639194611,3383.0329187109,2610.11528970981
4229.76124106898,14288.2237167965,2727.96079433487,3415.6306813974
3802.71693787772,1506.65062092731,2268.82499145692,4173.68740379892
3278.13259999058,2190.7774959108,1585.6636674639,3743.14878280161
8441.65005874091,5728.62821741194,872.731905559872,2135.7800159703
4031.4842960789,6037.31802134836,3453.04398063543,7838.02248340673
4602.89837517438,2908.41431833259,1622.322500008,5685.45630201096
11901.9222760536,10986.0414885275,2774.51496648154,6361.69056887503
6936.4660280327,1861.4295102869,3591.39345209381,8137.94253502306
2402.35306403287,13437.3796804089,6293.92203177096,883.633054170197
3056.90382352164,8162.08541268756,921.693371573533,8509.06081395042
12489.9334143311,12099.3210551308,3154.06981721799,7188.70070432593
5006.39765964247,17998.2054593054,1927.53632842742,4889.32079466772
6759.16594253782,8544.66198029261,2911.4150896746,3162.39163857339
3474.22927237485,18801.0372546235,2808.46401441336,3301.48334330351
6865.89969931883,5929.29544555978,4891.68038095637,1467.59833020569
4632.73406660692,5594.47895868423,3800.63105452735,8590.93489359068
9643.05156056779,20741.7804701709,4421.43356967734,9931.21171603042
2242.2961857592,5101.5734838839,2303.4911802227,4109.16707227221
2884.53476975217,12830.8165659457,566.881625233019,1427.970753474
1568.45427701834,5688.11704294548,1617.90009079572,3814.94224615153
2413.15877789466,10792.0825995583,609.943698005926,10705.9161161157
13051.4895356086,11985.387205912,3155.5311471973,7191.8787101809
2975.92397970806,5448.70611674848,1756.49299368361,5313.84395044077
6345.72087017075,1028.73700701622,1214.9000831485,7095.38826110503
7086.14316512784,7106.18296958462,1015.06146482036,2460.42693090729
1654.49297236201,9285.8762399996,2945.3853045796,6734.40250677805
2606.31616847988,7336.90279587048,1376.72831602906,6475.58635316916
2808.66393992134,6213.0766144355,2486.18501956076,5731.0785726784
1619.00556006852,8226.48322293377,1590.97796196188,5777.83545287132
1753.54490175772,4936.41841831245,1469.93852402328,3484.91406442696
15405.4311682588,5623.71786317967,3039.21669903637,2999.69791016807
14276.4184961273,1778.76192798928,8193.90455554625,452.249779607267
1899.02870917253,8372.60252732618,1430.6873040327,6288.00267165832
9384.09151410735,7064.67902357257,1394.98029730417,3317.19673890275
4936.3443448388,21642.3004227922,2216.80785419196,5139.70537541629
3625.08319261135,2444.27407393069,2232.85744992394,4242.07376109285
3994.57339894385,9869.10630529962,592.456780189956,1487.84038118121
6132.93263952588,7948.1170868354,3590.00977486861,2404.74934416073
1461.25454310334,991.547267004661,4873.21771821876,1477.62691758541
3255.32902204028,4431.21221125648,2110.3210816851,4905.25394580598
5868.62981962539,9806.13007933463,1366.19376541247,3252.68607426328
3109.8756346399,8249.11881281469,870.131034753095,8810.19227551518
7785.98704883514,15618.7784026729,1240.81777255307,6989.77781913103
2444.5091890613,10474.8939868759,4562.17465980434,10234.3779761715
4336.51014679779,8190.89326871337,193.786051466787,528.930305941084
2844.46117161105,5821.48861613812,1709.86299354129,5438.82193574443
2288.34817228251,6825.77048205811,1688.42037273136,5497.74589102911
11102.8364103696,4034.02239440874,653.137728091543,1629.3174692113
3140.89393216387,6628.23627654481,1311.79224487714,6713.3656754564
4196.08672969063,5410.92349685023,3223.3476555488,7339.31413649351
874.966515087473,18516.7465486609,6591.81966133759,14585.559197644
4708.03274304909,5207.45289025009,3590.92930407886,8136.93688057588
5519.98179371328,11486.5525940777,2518.33594579983,3737.36129418764
5100.51848225719,2786.40921251023,2733.11137125539,6271.27167471912
3142.27012150831,6527.60877671027,2886.55495619076,6606.15654811972
9004.47778158327,4810.1187787565,670.926656311061,1670.6504294142
5358.22026928983,15131.1388289281,1994.01956312213,4737.28533543525
3018.74933929549,7120.13662672692,1231.09988021283,7029.07107018145
3576.83101708299,5974.64031305749,2979.85559658652,6809.50854440171
2068.94783037197,6998.07097853679,1745.68795378374,5342.42674618458
8360.64195885039,4073.36492378125,250.266879731728,669.542881224335
11235.8718750036,9730.883580274,1713.520191383,5428.86494518305
4834.93614000051,12155.5633114725,1425.63319979715,3385.82712360683
3191.73966033808,16045.7036565725,1092.55228611937,2636.22852442415
17674.8384322981,9458.28314319748,2457.31393805826,5667.80579679789
2574.8658092464,9753.70389682641,765.344945936099,9488.051333503
5239.7409898967,10228.1116396623,1234.23870978101,2956.19189895615
1676.70414715915,17489.8508546978,6082.35496037932,952.974663547149
4257.50958134935,26180.1268471438,2094.47878249509,4519.79975826625
1605.74132753239,5278.01088113654,1508.71169695511,3571.52530122978
2073.855606217,5639.55430408409,1835.43572288815,4297.97806519477
2889.56328823426,16498.8156824064,3636.98380374678,2360.82825214173
